,Observations,Annotations,latitude,longitude,ligne,colonne
315,ign-FNF-2009/observation_irc_2009/975_6825_5_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_5_6_0M50_pfnf_nch.tif,975,6825,5,6
316,ign-FNF-2009/observation_irc_2009/915_6915_8_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_8_4_0M50_pfnf_nch.tif,915,6915,8,4
317,ign-FNF-2009/observation_irc_2009/980_6825_8_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_8_9_0M50_pfnf_nch.tif,980,6825,8,9
318,ign-FNF-2009/observation_irc_2009/910_6935_1_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_1_3_0M50_pfnf_nch.tif,910,6935,1,3
319,ign-FNF-2009/observation_irc_2009/945_6845_1_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_1_1_0M50_pfnf_nch.tif,945,6845,1,1
320,ign-FNF-2009/observation_irc_2009/940_6905_6_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_6_6_0M50_pfnf_nch.tif,940,6905,6,6
321,ign-FNF-2009/observation_irc_2009/1015_6895_4_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_4_5_0M50_pfnf_nch.tif,1015,6895,4,5
322,ign-FNF-2009/observation_irc_2009/940_6925_8_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_8_8_0M50_pfnf_nch.tif,940,6925,8,8
323,ign-FNF-2009/observation_irc_2009/955_6915_3_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_3_6_0M50_pfnf_nch.tif,955,6915,3,6
324,ign-FNF-2009/observation_irc_2009/910_6935_8_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_8_5_0M50_pfnf_nch.tif,910,6935,8,5
325,ign-FNF-2009/observation_irc_2009/945_6845_5_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_5_7_0M50_pfnf_nch.tif,945,6845,5,7
326,ign-FNF-2009/observation_irc_2009/915_6915_3_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_3_8_0M50_pfnf_nch.tif,915,6915,3,8
327,ign-FNF-2009/observation_irc_2009/955_6915_3_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_3_5_0M50_pfnf_nch.tif,955,6915,3,5
328,ign-FNF-2009/observation_irc_2009/915_6825_3_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_3_4_0M50_pfnf_nch.tif,915,6825,3,4
329,ign-FNF-2009/observation_irc_2009/995_6850_9_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_9_5_0M50_pfnf_nch.tif,995,6850,9,5
330,ign-FNF-2009/observation_irc_2009/910_6935_5_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_5_5_0M50_pfnf_nch.tif,910,6935,5,5
331,ign-FNF-2009/observation_irc_2009/940_6905_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_1_9_0M50_pfnf_nch.tif,940,6905,1,9
332,ign-FNF-2009/observation_irc_2009/970_6845_7_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_7_3_0M50_pfnf_nch.tif,970,6845,7,3
333,ign-FNF-2009/observation_irc_2009/945_6925_9_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_9_3_0M50_pfnf_nch.tif,945,6925,9,3
334,ign-FNF-2009/observation_irc_2009/955_6915_4_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_4_4_0M50_pfnf_nch.tif,955,6915,4,4
335,ign-FNF-2009/observation_irc_2009/980_6825_4_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_4_5_0M50_pfnf_nch.tif,980,6825,4,5
336,ign-FNF-2009/observation_irc_2009/955_6915_8_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_8_2_0M50_pfnf_nch.tif,955,6915,8,2
337,ign-FNF-2009/observation_irc_2009/945_6925_1_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_1_3_0M50_pfnf_nch.tif,945,6925,1,3
338,ign-FNF-2009/observation_irc_2009/970_6845_9_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_9_1_0M50_pfnf_nch.tif,970,6845,9,1
339,ign-FNF-2009/observation_irc_2009/915_6890_1_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_1_1_0M50_pfnf_nch.tif,915,6890,1,1
340,ign-FNF-2009/observation_irc_2009/915_6890_3_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_3_3_0M50_pfnf_nch.tif,915,6890,3,3
341,ign-FNF-2009/observation_irc_2009/915_6825_5_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_5_5_0M50_pfnf_nch.tif,915,6825,5,5
342,ign-FNF-2009/observation_irc_2009/975_6835_8_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_8_3_0M50_pfnf_nch.tif,975,6835,8,3
343,ign-FNF-2009/observation_irc_2009/955_6915_8_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_8_9_0M50_pfnf_nch.tif,955,6915,8,9
344,ign-FNF-2009/observation_irc_2009/995_6850_3_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_3_3_0M50_pfnf_nch.tif,995,6850,3,3
345,ign-FNF-2009/observation_irc_2009/915_6825_6_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_6_9_0M50_pfnf_nch.tif,915,6825,6,9
346,ign-FNF-2009/observation_irc_2009/920_6860_7_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_7_9_0M50_pfnf_nch.tif,920,6860,7,9
347,ign-FNF-2009/observation_irc_2009/995_6895_8_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_8_5_0M50_pfnf_nch.tif,995,6895,8,5
348,ign-FNF-2009/observation_irc_2009/915_6915_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_2_9_0M50_pfnf_nch.tif,915,6915,2,9
349,ign-FNF-2009/observation_irc_2009/970_6845_1_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_1_8_0M50_pfnf_nch.tif,970,6845,1,8
350,ign-FNF-2009/observation_irc_2009/890_6940_6_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_6_4_0M50_pfnf_nch.tif,890,6940,6,4
351,ign-FNF-2009/observation_irc_2009/945_6925_9_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_9_8_0M50_pfnf_nch.tif,945,6925,9,8
352,ign-FNF-2009/observation_irc_2009/940_6905_4_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_4_1_0M50_pfnf_nch.tif,940,6905,4,1
353,ign-FNF-2009/observation_irc_2009/945_6925_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_4_3_0M50_pfnf_nch.tif,945,6925,4,3
354,ign-FNF-2009/observation_irc_2009/995_6895_3_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_3_1_0M50_pfnf_nch.tif,995,6895,3,1
355,ign-FNF-2009/observation_irc_2009/975_6850_8_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_8_6_0M50_pfnf_nch.tif,975,6850,8,6
356,ign-FNF-2009/observation_irc_2009/970_6845_8_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_8_4_0M50_pfnf_nch.tif,970,6845,8,4
357,ign-FNF-2009/observation_irc_2009/980_6825_6_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_6_2_0M50_pfnf_nch.tif,980,6825,6,2
358,ign-FNF-2009/observation_irc_2009/945_6845_9_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_9_7_0M50_pfnf_nch.tif,945,6845,9,7
359,ign-FNF-2009/observation_irc_2009/915_6890_9_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_9_4_0M50_pfnf_nch.tif,915,6890,9,4
360,ign-FNF-2009/observation_irc_2009/915_6915_1_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_1_3_0M50_pfnf_nch.tif,915,6915,1,3
361,ign-FNF-2009/observation_irc_2009/975_6835_1_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_1_5_0M50_pfnf_nch.tif,975,6835,1,5
362,ign-FNF-2009/observation_irc_2009/945_6925_9_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_9_2_0M50_pfnf_nch.tif,945,6925,9,2
363,ign-FNF-2009/observation_irc_2009/915_6915_2_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_2_2_0M50_pfnf_nch.tif,915,6915,2,2
364,ign-FNF-2009/observation_irc_2009/1015_6895_2_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_2_6_0M50_pfnf_nch.tif,1015,6895,2,6
365,ign-FNF-2009/observation_irc_2009/915_6915_4_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_4_7_0M50_pfnf_nch.tif,915,6915,4,7
366,ign-FNF-2009/observation_irc_2009/910_6935_1_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_1_4_0M50_pfnf_nch.tif,910,6935,1,4
367,ign-FNF-2009/observation_irc_2009/920_6860_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_1_9_0M50_pfnf_nch.tif,920,6860,1,9
368,ign-FNF-2009/observation_irc_2009/940_6925_3_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_3_4_0M50_pfnf_nch.tif,940,6925,3,4
369,ign-FNF-2009/observation_irc_2009/995_6850_6_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_6_5_0M50_pfnf_nch.tif,995,6850,6,5
370,ign-FNF-2009/observation_irc_2009/980_6825_2_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_2_8_0M50_pfnf_nch.tif,980,6825,2,8
371,ign-FNF-2009/observation_irc_2009/955_6915_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_4_3_0M50_pfnf_nch.tif,955,6915,4,3
372,ign-FNF-2009/observation_irc_2009/925_6860_6_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_6_5_0M50_pfnf_nch.tif,925,6860,6,5
373,ign-FNF-2009/observation_irc_2009/945_6845_5_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_5_4_0M50_pfnf_nch.tif,945,6845,5,4
374,ign-FNF-2009/observation_irc_2009/995_6850_4_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_4_5_0M50_pfnf_nch.tif,995,6850,4,5
375,ign-FNF-2009/observation_irc_2009/1015_6895_6_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_6_7_0M50_pfnf_nch.tif,1015,6895,6,7
376,ign-FNF-2009/observation_irc_2009/975_6850_7_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_7_8_0M50_pfnf_nch.tif,975,6850,7,8
377,ign-FNF-2009/observation_irc_2009/925_6860_9_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_9_8_0M50_pfnf_nch.tif,925,6860,9,8
378,ign-FNF-2009/observation_irc_2009/920_6860_4_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_4_2_0M50_pfnf_nch.tif,920,6860,4,2
379,ign-FNF-2009/observation_irc_2009/945_6925_3_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_3_7_0M50_pfnf_nch.tif,945,6925,3,7
380,ign-FNF-2009/observation_irc_2009/970_6845_4_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_4_4_0M50_pfnf_nch.tif,970,6845,4,4
381,ign-FNF-2009/observation_irc_2009/975_6850_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_4_6_0M50_pfnf_nch.tif,975,6850,4,6
382,ign-FNF-2009/observation_irc_2009/910_6935_4_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_4_9_0M50_pfnf_nch.tif,910,6935,4,9
383,ign-FNF-2009/observation_irc_2009/995_6850_9_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_9_2_0M50_pfnf_nch.tif,995,6850,9,2
384,ign-FNF-2009/observation_irc_2009/975_6850_9_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_9_6_0M50_pfnf_nch.tif,975,6850,9,6
385,ign-FNF-2009/observation_irc_2009/995_6850_7_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_7_5_0M50_pfnf_nch.tif,995,6850,7,5
386,ign-FNF-2009/observation_irc_2009/975_6835_2_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_2_4_0M50_pfnf_nch.tif,975,6835,2,4
387,ign-FNF-2009/observation_irc_2009/945_6845_4_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_4_8_0M50_pfnf_nch.tif,945,6845,4,8
388,ign-FNF-2009/observation_irc_2009/995_6895_2_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_2_3_0M50_pfnf_nch.tif,995,6895,2,3
389,ign-FNF-2009/observation_irc_2009/910_6935_1_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_1_2_0M50_pfnf_nch.tif,910,6935,1,2
390,ign-FNF-2009/observation_irc_2009/920_6860_5_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_5_1_0M50_pfnf_nch.tif,920,6860,5,1
391,ign-FNF-2009/observation_irc_2009/920_6860_1_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_1_1_0M50_pfnf_nch.tif,920,6860,1,1
392,ign-FNF-2009/observation_irc_2009/1015_6895_6_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_6_4_0M50_pfnf_nch.tif,1015,6895,6,4
393,ign-FNF-2009/observation_irc_2009/975_6835_2_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_2_3_0M50_pfnf_nch.tif,975,6835,2,3
394,ign-FNF-2009/observation_irc_2009/940_6905_5_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_5_6_0M50_pfnf_nch.tif,940,6905,5,6
395,ign-FNF-2009/observation_irc_2009/970_6845_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_2_9_0M50_pfnf_nch.tif,970,6845,2,9
396,ign-FNF-2009/observation_irc_2009/955_6915_5_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_5_1_0M50_pfnf_nch.tif,955,6915,5,1
397,ign-FNF-2009/observation_irc_2009/940_6905_5_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_5_4_0M50_pfnf_nch.tif,940,6905,5,4
398,ign-FNF-2009/observation_irc_2009/955_6915_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_1_9_0M50_pfnf_nch.tif,955,6915,1,9
399,ign-FNF-2009/observation_irc_2009/945_6845_7_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_7_4_0M50_pfnf_nch.tif,945,6845,7,4
400,ign-FNF-2009/observation_irc_2009/1015_6895_8_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_8_1_0M50_pfnf_nch.tif,1015,6895,8,1
401,ign-FNF-2009/observation_irc_2009/975_6850_3_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_3_2_0M50_pfnf_nch.tif,975,6850,3,2
402,ign-FNF-2009/observation_irc_2009/975_6850_2_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_2_5_0M50_pfnf_nch.tif,975,6850,2,5
403,ign-FNF-2009/observation_irc_2009/890_6940_2_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_2_1_0M50_pfnf_nch.tif,890,6940,2,1
404,ign-FNF-2009/observation_irc_2009/975_6850_6_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_6_1_0M50_pfnf_nch.tif,975,6850,6,1
405,ign-FNF-2009/observation_irc_2009/940_6905_9_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_9_8_0M50_pfnf_nch.tif,940,6905,9,8
406,ign-FNF-2009/observation_irc_2009/915_6915_6_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_6_5_0M50_pfnf_nch.tif,915,6915,6,5
407,ign-FNF-2009/observation_irc_2009/995_6895_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_2_9_0M50_pfnf_nch.tif,995,6895,2,9
408,ign-FNF-2009/observation_irc_2009/945_6925_7_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_7_1_0M50_pfnf_nch.tif,945,6925,7,1
409,ign-FNF-2009/observation_irc_2009/945_6925_5_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_5_1_0M50_pfnf_nch.tif,945,6925,5,1
410,ign-FNF-2009/observation_irc_2009/915_6825_9_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_9_3_0M50_pfnf_nch.tif,915,6825,9,3
411,ign-FNF-2009/observation_irc_2009/975_6850_5_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_5_3_0M50_pfnf_nch.tif,975,6850,5,3
412,ign-FNF-2009/observation_irc_2009/995_6895_5_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_5_5_0M50_pfnf_nch.tif,995,6895,5,5
413,ign-FNF-2009/observation_irc_2009/975_6835_5_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_5_4_0M50_pfnf_nch.tif,975,6835,5,4
414,ign-FNF-2009/observation_irc_2009/915_6825_3_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_3_5_0M50_pfnf_nch.tif,915,6825,3,5
415,ign-FNF-2009/observation_irc_2009/915_6890_9_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_9_5_0M50_pfnf_nch.tif,915,6890,9,5
416,ign-FNF-2009/observation_irc_2009/910_6935_9_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_9_6_0M50_pfnf_nch.tif,910,6935,9,6
417,ign-FNF-2009/observation_irc_2009/970_6845_9_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_9_3_0M50_pfnf_nch.tif,970,6845,9,3
418,ign-FNF-2009/observation_irc_2009/910_6935_2_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_2_8_0M50_pfnf_nch.tif,910,6935,2,8
419,ign-FNF-2009/observation_irc_2009/945_6925_5_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_5_4_0M50_pfnf_nch.tif,945,6925,5,4
420,ign-FNF-2009/observation_irc_2009/915_6890_9_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_9_7_0M50_pfnf_nch.tif,915,6890,9,7
421,ign-FNF-2009/observation_irc_2009/920_6860_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_2_9_0M50_pfnf_nch.tif,920,6860,2,9
422,ign-FNF-2009/observation_irc_2009/915_6825_8_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_8_2_0M50_pfnf_nch.tif,915,6825,8,2
423,ign-FNF-2009/observation_irc_2009/940_6905_8_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_8_2_0M50_pfnf_nch.tif,940,6905,8,2
424,ign-FNF-2009/observation_irc_2009/945_6925_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_1_9_0M50_pfnf_nch.tif,945,6925,1,9
425,ign-FNF-2009/observation_irc_2009/920_6860_8_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_8_3_0M50_pfnf_nch.tif,920,6860,8,3
426,ign-FNF-2009/observation_irc_2009/955_6915_4_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_4_8_0M50_pfnf_nch.tif,955,6915,4,8
427,ign-FNF-2009/observation_irc_2009/970_6845_4_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_4_9_0M50_pfnf_nch.tif,970,6845,4,9
428,ign-FNF-2009/observation_irc_2009/955_6915_7_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_7_2_0M50_pfnf_nch.tif,955,6915,7,2
429,ign-FNF-2009/observation_irc_2009/1015_6895_7_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_7_7_0M50_pfnf_nch.tif,1015,6895,7,7
430,ign-FNF-2009/observation_irc_2009/995_6850_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_1_9_0M50_pfnf_nch.tif,995,6850,1,9
431,ign-FNF-2009/observation_irc_2009/910_6935_3_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_3_9_0M50_pfnf_nch.tif,910,6935,3,9
432,ign-FNF-2009/observation_irc_2009/975_6835_8_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_8_7_0M50_pfnf_nch.tif,975,6835,8,7
433,ign-FNF-2009/observation_irc_2009/940_6925_7_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_7_5_0M50_pfnf_nch.tif,940,6925,7,5
434,ign-FNF-2009/observation_irc_2009/925_6860_6_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_6_2_0M50_pfnf_nch.tif,925,6860,6,2
435,ign-FNF-2009/observation_irc_2009/890_6940_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_4_6_0M50_pfnf_nch.tif,890,6940,4,6
436,ign-FNF-2009/observation_irc_2009/915_6825_3_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_3_7_0M50_pfnf_nch.tif,915,6825,3,7
437,ign-FNF-2009/observation_irc_2009/995_6850_6_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_6_9_0M50_pfnf_nch.tif,995,6850,6,9
438,ign-FNF-2009/observation_irc_2009/920_6860_2_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_2_6_0M50_pfnf_nch.tif,920,6860,2,6
439,ign-FNF-2009/observation_irc_2009/975_6825_3_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_3_3_0M50_pfnf_nch.tif,975,6825,3,3
440,ign-FNF-2009/observation_irc_2009/915_6890_7_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_7_7_0M50_pfnf_nch.tif,915,6890,7,7
441,ign-FNF-2009/observation_irc_2009/915_6890_2_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_2_5_0M50_pfnf_nch.tif,915,6890,2,5
442,ign-FNF-2009/observation_irc_2009/975_6835_4_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_4_5_0M50_pfnf_nch.tif,975,6835,4,5
443,ign-FNF-2009/observation_irc_2009/920_6860_1_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_1_8_0M50_pfnf_nch.tif,920,6860,1,8
444,ign-FNF-2009/observation_irc_2009/975_6825_8_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_8_3_0M50_pfnf_nch.tif,975,6825,8,3
445,ign-FNF-2009/observation_irc_2009/955_6915_3_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_3_3_0M50_pfnf_nch.tif,955,6915,3,3
446,ign-FNF-2009/observation_irc_2009/1015_6895_4_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_4_2_0M50_pfnf_nch.tif,1015,6895,4,2
447,ign-FNF-2009/observation_irc_2009/910_6935_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_1_9_0M50_pfnf_nch.tif,910,6935,1,9
448,ign-FNF-2009/observation_irc_2009/945_6925_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_4_6_0M50_pfnf_nch.tif,945,6925,4,6
449,ign-FNF-2009/observation_irc_2009/940_6925_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_4_3_0M50_pfnf_nch.tif,940,6925,4,3
450,ign-FNF-2009/observation_irc_2009/970_6845_7_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_7_2_0M50_pfnf_nch.tif,970,6845,7,2
451,ign-FNF-2009/observation_irc_2009/940_6905_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_2_9_0M50_pfnf_nch.tif,940,6905,2,9
452,ign-FNF-2009/observation_irc_2009/975_6835_9_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_9_6_0M50_pfnf_nch.tif,975,6835,9,6
453,ign-FNF-2009/observation_irc_2009/920_6860_4_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_4_1_0M50_pfnf_nch.tif,920,6860,4,1
