Observations,Annotations,latitude,longitude,ligne,colonne,coord
ign-FNF-2009/train/observations/915_6825_5_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_5_3_0M50_pfnf_nch.tif,915,6825,5,3,915_6825
ign-FNF-2009/train/observations/945_6845_2_6_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_2_6_0M50_pfnf_nch.tif,945,6845,2,6,945_6845
ign-FNF-2009/train/observations/945_6925_3_2_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_3_2_0M50_pfnf_nch.tif,945,6925,3,2,945_6925
ign-FNF-2009/train/observations/995_6895_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_2_3_0M50_pfnf_nch.tif,995,6895,2,3,995_6895
ign-FNF-2009/train/observations/1015_6895_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_5_4_0M50_pfnf_nch.tif,1015,6895,5,4,1015_6895
ign-FNF-2009/train/observations/975_6835_3_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_3_2_0M50_pfnf_nch.tif,975,6835,3,2,975_6835
ign-FNF-2009/train/observations/995_6895_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_6_3_0M50_pfnf_nch.tif,995,6895,6,3,995_6895
ign-FNF-2009/train/observations/975_6835_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_7_3_0M50_pfnf_nch.tif,975,6835,7,3,975_6835
ign-FNF-2009/train/observations/975_6835_6_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_6_5_0M50_pfnf_nch.tif,975,6835,6,5,975_6835
ign-FNF-2009/train/observations/1015_6895_4_5_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_4_5_0M50_pfnf_nch.tif,1015,6895,4,5,1015_6895
ign-FNF-2009/train/observations/940_6925_8_9_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_8_9_0M50_pfnf_nch.tif,940,6925,8,9,940_6925
ign-FNF-2009/train/observations/975_6825_3_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_3_2_0M50_pfnf_nch.tif,975,6825,3,2,975_6825
ign-FNF-2009/train/observations/915_6890_2_9_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_2_9_0M50_pfnf_nch.tif,915,6890,2,9,915_6890
ign-FNF-2009/train/observations/920_6860_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_7_3_0M50_pfnf_nch.tif,920,6860,7,3,920_6860
ign-FNF-2009/train/observations/920_6860_4_2_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_4_2_0M50_pfnf_nch.tif,920,6860,4,2,920_6860
ign-FNF-2009/train/observations/920_6860_4_4_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_4_4_0M50_pfnf_nch.tif,920,6860,4,4,920_6860
ign-FNF-2009/train/observations/915_6825_3_6_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_3_6_0M50_pfnf_nch.tif,915,6825,3,6,915_6825
ign-FNF-2009/train/observations/995_6895_8_3_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_8_3_0M50_pfnf_nch.tif,995,6895,8,3,995_6895
ign-FNF-2009/train/observations/915_6890_3_5_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_3_5_0M50_pfnf_nch.tif,915,6890,3,5,915_6890
ign-FNF-2009/train/observations/1015_6895_3_1_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_3_1_0M50_pfnf_nch.tif,1015,6895,3,1,1015_6895
ign-FNF-2009/train/observations/980_6825_1_2_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_1_2_0M50_pfnf_nch.tif,980,6825,1,2,980_6825
ign-FNF-2009/train/observations/915_6890_2_6_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_2_6_0M50_pfnf_nch.tif,915,6890,2,6,915_6890
ign-FNF-2009/train/observations/975_6825_4_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_4_2_0M50_pfnf_nch.tif,975,6825,4,2,975_6825
ign-FNF-2009/train/observations/940_6925_3_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_3_8_0M50_pfnf_nch.tif,940,6925,3,8,940_6925
ign-FNF-2009/train/observations/940_6925_6_9_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_6_9_0M50_pfnf_nch.tif,940,6925,6,9,940_6925
ign-FNF-2009/train/observations/940_6905_6_6_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_6_6_0M50_pfnf_nch.tif,940,6905,6,6,940_6905
ign-FNF-2009/train/observations/1015_6895_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_2_3_0M50_pfnf_nch.tif,1015,6895,2,3,1015_6895
ign-FNF-2009/train/observations/995_6895_3_9_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_3_9_0M50_pfnf_nch.tif,995,6895,3,9,995_6895
ign-FNF-2009/train/observations/975_6835_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_8_5_0M50_pfnf_nch.tif,975,6835,8,5,975_6835
ign-FNF-2009/train/observations/975_6850_7_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_7_1_0M50_pfnf_nch.tif,975,6850,7,1,975_6850
ign-FNF-2009/train/observations/925_6860_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_7_3_0M50_pfnf_nch.tif,925,6860,7,3,925_6860
ign-FNF-2009/train/observations/890_6940_2_1_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_2_1_0M50_pfnf_nch.tif,890,6940,2,1,890_6940
ign-FNF-2009/train/observations/915_6890_6_7_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_6_7_0M50_pfnf_nch.tif,915,6890,6,7,915_6890
ign-FNF-2009/train/observations/940_6905_7_4_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_7_4_0M50_pfnf_nch.tif,940,6905,7,4,940_6905
ign-FNF-2009/train/observations/975_6835_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_8_4_0M50_pfnf_nch.tif,975,6835,8,4,975_6835
ign-FNF-2009/train/observations/890_6940_6_1_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_6_1_0M50_pfnf_nch.tif,890,6940,6,1,890_6940
ign-FNF-2009/train/observations/940_6925_4_3_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_4_3_0M50_pfnf_nch.tif,940,6925,4,3,940_6925
ign-FNF-2009/train/observations/980_6825_5_7_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_5_7_0M50_pfnf_nch.tif,980,6825,5,7,980_6825
ign-FNF-2009/train/observations/975_6850_6_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_6_2_0M50_pfnf_nch.tif,975,6850,6,2,975_6850
ign-FNF-2009/train/observations/975_6835_6_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_6_7_0M50_pfnf_nch.tif,975,6835,6,7,975_6835
ign-FNF-2009/train/observations/1015_6895_9_2_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_9_2_0M50_pfnf_nch.tif,1015,6895,9,2,1015_6895
ign-FNF-2009/train/observations/975_6850_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_5_2_0M50_pfnf_nch.tif,975,6850,5,2,975_6850
ign-FNF-2009/train/observations/995_6895_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_8_4_0M50_pfnf_nch.tif,995,6895,8,4,995_6895
ign-FNF-2009/train/observations/955_6915_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_2_3_0M50_pfnf_nch.tif,955,6915,2,3,955_6915
ign-FNF-2009/train/observations/940_6905_3_7_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_3_7_0M50_pfnf_nch.tif,940,6905,3,7,940_6905
ign-FNF-2009/train/observations/975_6835_3_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_3_5_0M50_pfnf_nch.tif,975,6835,3,5,975_6835
ign-FNF-2009/train/observations/980_6825_4_8_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_4_8_0M50_pfnf_nch.tif,980,6825,4,8,980_6825
ign-FNF-2009/train/observations/890_6940_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_5_4_0M50_pfnf_nch.tif,890,6940,5,4,890_6940
ign-FNF-2009/train/observations/975_6835_4_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_4_1_0M50_pfnf_nch.tif,975,6835,4,1,975_6835
ign-FNF-2009/train/observations/915_6890_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_5_2_0M50_pfnf_nch.tif,915,6890,5,2,915_6890
ign-FNF-2009/train/observations/955_6915_9_2_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_9_2_0M50_pfnf_nch.tif,955,6915,9,2,955_6915
ign-FNF-2009/train/observations/975_6850_1_6_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_1_6_0M50_pfnf_nch.tif,975,6850,1,6,975_6850
ign-FNF-2009/train/observations/975_6825_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_2_3_0M50_pfnf_nch.tif,975,6825,2,3,975_6825
ign-FNF-2009/train/observations/975_6850_4_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_4_4_0M50_pfnf_nch.tif,975,6850,4,4,975_6850
ign-FNF-2009/train/observations/945_6845_1_1_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_1_1_0M50_pfnf_nch.tif,945,6845,1,1,945_6845
ign-FNF-2009/train/observations/945_6845_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_2_3_0M50_pfnf_nch.tif,945,6845,2,3,945_6845
ign-FNF-2009/train/observations/975_6825_7_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_7_8_0M50_pfnf_nch.tif,975,6825,7,8,975_6825
ign-FNF-2009/train/observations/925_6860_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_6_3_0M50_pfnf_nch.tif,925,6860,6,3,925_6860
ign-FNF-2009/train/observations/945_6845_3_5_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_3_5_0M50_pfnf_nch.tif,945,6845,3,5,945_6845
ign-FNF-2009/train/observations/945_6925_3_5_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_3_5_0M50_pfnf_nch.tif,945,6925,3,5,945_6925
ign-FNF-2009/train/observations/975_6835_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_6_4_0M50_pfnf_nch.tif,975,6835,6,4,975_6835
ign-FNF-2009/train/observations/945_6845_2_4_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_2_4_0M50_pfnf_nch.tif,945,6845,2,4,945_6845
ign-FNF-2009/train/observations/975_6850_2_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_2_4_0M50_pfnf_nch.tif,975,6850,2,4,975_6850
ign-FNF-2009/train/observations/955_6915_3_5_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_3_5_0M50_pfnf_nch.tif,955,6915,3,5,955_6915
ign-FNF-2009/train/observations/975_6835_8_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_8_8_0M50_pfnf_nch.tif,975,6835,8,8,975_6835
ign-FNF-2009/train/observations/915_6825_5_5_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_5_5_0M50_pfnf_nch.tif,915,6825,5,5,915_6825
ign-FNF-2009/train/observations/890_6940_3_6_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_3_6_0M50_pfnf_nch.tif,890,6940,3,6,890_6940
ign-FNF-2009/train/observations/890_6940_5_3_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_5_3_0M50_pfnf_nch.tif,890,6940,5,3,890_6940
ign-FNF-2009/train/observations/920_6860_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_8_5_0M50_pfnf_nch.tif,920,6860,8,5,920_6860
ign-FNF-2009/train/observations/945_6845_7_5_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_7_5_0M50_pfnf_nch.tif,945,6845,7,5,945_6845
ign-FNF-2009/train/observations/995_6895_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_5_4_0M50_pfnf_nch.tif,995,6895,5,4,995_6895
ign-FNF-2009/train/observations/995_6895_1_5_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_1_5_0M50_pfnf_nch.tif,995,6895,1,5,995_6895
ign-FNF-2009/train/observations/1015_6895_5_3_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_5_3_0M50_pfnf_nch.tif,1015,6895,5,3,1015_6895
ign-FNF-2009/train/observations/980_6825_6_6_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_6_6_0M50_pfnf_nch.tif,980,6825,6,6,980_6825
ign-FNF-2009/train/observations/945_6925_1_8_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_1_8_0M50_pfnf_nch.tif,945,6925,1,8,945_6925
ign-FNF-2009/train/observations/975_6835_5_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_5_7_0M50_pfnf_nch.tif,975,6835,5,7,975_6835
ign-FNF-2009/train/observations/890_6940_4_8_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_4_8_0M50_pfnf_nch.tif,890,6940,4,8,890_6940
ign-FNF-2009/train/observations/915_6825_8_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_8_3_0M50_pfnf_nch.tif,915,6825,8,3,915_6825
ign-FNF-2009/train/observations/975_6850_7_9_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_7_9_0M50_pfnf_nch.tif,975,6850,7,9,975_6850
ign-FNF-2009/train/observations/975_6850_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_6_4_0M50_pfnf_nch.tif,975,6850,6,4,975_6850
ign-FNF-2009/train/observations/940_6925_3_4_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_3_4_0M50_pfnf_nch.tif,940,6925,3,4,940_6925
ign-FNF-2009/train/observations/980_6825_7_7_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_7_7_0M50_pfnf_nch.tif,980,6825,7,7,980_6825
ign-FNF-2009/train/observations/920_6860_6_8_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_6_8_0M50_pfnf_nch.tif,920,6860,6,8,920_6860
ign-FNF-2009/train/observations/975_6850_1_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_1_5_0M50_pfnf_nch.tif,975,6850,1,5,975_6850
ign-FNF-2009/train/observations/890_6940_1_6_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_1_6_0M50_pfnf_nch.tif,890,6940,1,6,890_6940
ign-FNF-2009/train/observations/890_6940_8_1_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_8_1_0M50_pfnf_nch.tif,890,6940,8,1,890_6940
ign-FNF-2009/train/observations/940_6905_4_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_4_8_0M50_pfnf_nch.tif,940,6905,4,8,940_6905
ign-FNF-2009/train/observations/955_6915_4_2_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_4_2_0M50_pfnf_nch.tif,955,6915,4,2,955_6915
ign-FNF-2009/train/observations/920_6860_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_8_4_0M50_pfnf_nch.tif,920,6860,8,4,920_6860
ign-FNF-2009/train/observations/945_6925_2_6_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_2_6_0M50_pfnf_nch.tif,945,6925,2,6,945_6925
ign-FNF-2009/train/observations/945_6925_4_6_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_4_6_0M50_pfnf_nch.tif,945,6925,4,6,945_6925
ign-FNF-2009/train/observations/975_6850_8_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_8_2_0M50_pfnf_nch.tif,975,6850,8,2,975_6850
ign-FNF-2009/train/observations/975_6825_2_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_2_4_0M50_pfnf_nch.tif,975,6825,2,4,975_6825
ign-FNF-2009/train/observations/995_6895_2_5_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_2_5_0M50_pfnf_nch.tif,995,6895,2,5,995_6895
ign-FNF-2009/train/observations/975_6835_8_9_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_8_9_0M50_pfnf_nch.tif,975,6835,8,9,975_6835
ign-FNF-2009/train/observations/925_6860_4_7_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_4_7_0M50_pfnf_nch.tif,925,6860,4,7,925_6860
ign-FNF-2009/train/observations/945_6925_2_5_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_2_5_0M50_pfnf_nch.tif,945,6925,2,5,945_6925
ign-FNF-2009/train/observations/975_6825_9_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_9_7_0M50_pfnf_nch.tif,975,6825,9,7,975_6825
ign-FNF-2009/train/observations/890_6940_7_8_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_7_8_0M50_pfnf_nch.tif,890,6940,7,8,890_6940
ign-FNF-2009/train/observations/915_6825_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_5_4_0M50_pfnf_nch.tif,915,6825,5,4,915_6825
ign-FNF-2009/train/observations/920_6860_8_1_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_8_1_0M50_pfnf_nch.tif,920,6860,8,1,920_6860
ign-FNF-2009/train/observations/955_6915_4_7_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_4_7_0M50_pfnf_nch.tif,955,6915,4,7,955_6915
ign-FNF-2009/train/observations/975_6835_7_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_7_1_0M50_pfnf_nch.tif,975,6835,7,1,975_6835
ign-FNF-2009/train/observations/945_6925_7_1_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_7_1_0M50_pfnf_nch.tif,945,6925,7,1,945_6925
ign-FNF-2009/train/observations/975_6850_3_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_3_3_0M50_pfnf_nch.tif,975,6850,3,3,975_6850
ign-FNF-2009/train/observations/1015_6895_8_1_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_8_1_0M50_pfnf_nch.tif,1015,6895,8,1,1015_6895
ign-FNF-2009/train/observations/940_6905_2_6_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_2_6_0M50_pfnf_nch.tif,940,6905,2,6,940_6905
ign-FNF-2009/train/observations/890_6940_5_1_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_5_1_0M50_pfnf_nch.tif,890,6940,5,1,890_6940
ign-FNF-2009/train/observations/915_6890_1_9_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_1_9_0M50_pfnf_nch.tif,915,6890,1,9,915_6890
ign-FNF-2009/train/observations/920_6860_6_7_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_6_7_0M50_pfnf_nch.tif,920,6860,6,7,920_6860
ign-FNF-2009/train/observations/920_6860_8_7_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_8_7_0M50_pfnf_nch.tif,920,6860,8,7,920_6860
ign-FNF-2009/train/observations/915_6890_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_2_3_0M50_pfnf_nch.tif,915,6890,2,3,915_6890
ign-FNF-2009/train/observations/955_6915_3_2_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_3_2_0M50_pfnf_nch.tif,955,6915,3,2,955_6915
ign-FNF-2009/train/observations/915_6825_3_7_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_3_7_0M50_pfnf_nch.tif,915,6825,3,7,915_6825
ign-FNF-2009/train/observations/940_6925_6_7_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_6_7_0M50_pfnf_nch.tif,940,6925,6,7,940_6925
ign-FNF-2009/train/observations/940_6905_3_1_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_3_1_0M50_pfnf_nch.tif,940,6905,3,1,940_6905
ign-FNF-2009/train/observations/1015_6895_1_4_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_1_4_0M50_pfnf_nch.tif,1015,6895,1,4,1015_6895
ign-FNF-2009/train/observations/940_6925_3_9_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_3_9_0M50_pfnf_nch.tif,940,6925,3,9,940_6925
ign-FNF-2009/train/observations/915_6825_1_9_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_1_9_0M50_pfnf_nch.tif,915,6825,1,9,915_6825
ign-FNF-2009/train/observations/940_6925_4_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_4_8_0M50_pfnf_nch.tif,940,6925,4,8,940_6925
ign-FNF-2009/train/observations/975_6825_1_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_1_3_0M50_pfnf_nch.tif,975,6825,1,3,975_6825
ign-FNF-2009/train/observations/915_6825_7_6_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_7_6_0M50_pfnf_nch.tif,915,6825,7,6,915_6825
ign-FNF-2009/train/observations/975_6835_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_5_4_0M50_pfnf_nch.tif,975,6835,5,4,975_6835
ign-FNF-2009/train/observations/1015_6895_2_5_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_2_5_0M50_pfnf_nch.tif,1015,6895,2,5,1015_6895
ign-FNF-2009/train/observations/925_6860_3_4_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_3_4_0M50_pfnf_nch.tif,925,6860,3,4,925_6860
ign-FNF-2009/train/observations/1015_6895_1_6_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_1_6_0M50_pfnf_nch.tif,1015,6895,1,6,1015_6895
ign-FNF-2009/train/observations/1015_6895_1_1_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_1_1_0M50_pfnf_nch.tif,1015,6895,1,1,1015_6895
ign-FNF-2009/train/observations/955_6915_4_6_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_4_6_0M50_pfnf_nch.tif,955,6915,4,6,955_6915
ign-FNF-2009/train/observations/925_6860_2_7_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_2_7_0M50_pfnf_nch.tif,925,6860,2,7,925_6860
ign-FNF-2009/train/observations/975_6835_3_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_3_1_0M50_pfnf_nch.tif,975,6835,3,1,975_6835
ign-FNF-2009/train/observations/915_6825_6_1_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_6_1_0M50_pfnf_nch.tif,915,6825,6,1,915_6825
ign-FNF-2009/train/observations/975_6825_6_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_6_2_0M50_pfnf_nch.tif,975,6825,6,2,975_6825
ign-FNF-2009/train/observations/945_6925_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_7_3_0M50_pfnf_nch.tif,945,6925,7,3,945_6925
ign-FNF-2009/train/observations/915_6825_6_9_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_6_9_0M50_pfnf_nch.tif,915,6825,6,9,915_6825
ign-FNF-2009/train/observations/940_6905_1_2_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_1_2_0M50_pfnf_nch.tif,940,6905,1,2,940_6905
ign-FNF-2009/train/observations/945_6925_5_6_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_5_6_0M50_pfnf_nch.tif,945,6925,5,6,945_6925
ign-FNF-2009/train/observations/945_6925_8_6_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_8_6_0M50_pfnf_nch.tif,945,6925,8,6,945_6925
ign-FNF-2009/train/observations/920_6860_4_1_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_4_1_0M50_pfnf_nch.tif,920,6860,4,1,920_6860
ign-FNF-2009/train/observations/975_6835_3_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_3_7_0M50_pfnf_nch.tif,975,6835,3,7,975_6835
ign-FNF-2009/train/observations/915_6890_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_5_4_0M50_pfnf_nch.tif,915,6890,5,4,915_6890
ign-FNF-2009/train/observations/945_6925_1_3_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_1_3_0M50_pfnf_nch.tif,945,6925,1,3,945_6925
ign-FNF-2009/train/observations/1015_6895_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_7_3_0M50_pfnf_nch.tif,1015,6895,7,3,1015_6895
ign-FNF-2009/train/observations/975_6850_2_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_2_7_0M50_pfnf_nch.tif,975,6850,2,7,975_6850
ign-FNF-2009/train/observations/920_6860_9_2_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_9_2_0M50_pfnf_nch.tif,920,6860,9,2,920_6860
ign-FNF-2009/train/observations/975_6835_3_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_3_3_0M50_pfnf_nch.tif,975,6835,3,3,975_6835
ign-FNF-2009/train/observations/915_6825_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_6_4_0M50_pfnf_nch.tif,915,6825,6,4,915_6825
ign-FNF-2009/train/observations/995_6895_8_9_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_8_9_0M50_pfnf_nch.tif,995,6895,8,9,995_6895
ign-FNF-2009/train/observations/945_6845_4_3_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_4_3_0M50_pfnf_nch.tif,945,6845,4,3,945_6845
ign-FNF-2009/train/observations/975_6835_8_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_8_3_0M50_pfnf_nch.tif,975,6835,8,3,975_6835
ign-FNF-2009/train/observations/890_6940_1_5_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_1_5_0M50_pfnf_nch.tif,890,6940,1,5,890_6940
ign-FNF-2009/train/observations/975_6825_3_9_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_3_9_0M50_pfnf_nch.tif,975,6825,3,9,975_6825
ign-FNF-2009/train/observations/980_6825_9_6_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_9_6_0M50_pfnf_nch.tif,980,6825,9,6,980_6825
ign-FNF-2009/train/observations/980_6825_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_8_5_0M50_pfnf_nch.tif,980,6825,8,5,980_6825
ign-FNF-2009/train/observations/925_6860_8_2_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_8_2_0M50_pfnf_nch.tif,925,6860,8,2,925_6860
ign-FNF-2009/train/observations/1015_6895_5_1_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_5_1_0M50_pfnf_nch.tif,1015,6895,5,1,1015_6895
ign-FNF-2009/train/observations/945_6925_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_8_5_0M50_pfnf_nch.tif,945,6925,8,5,945_6925
ign-FNF-2009/train/observations/890_6940_2_7_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_2_7_0M50_pfnf_nch.tif,890,6940,2,7,890_6940
ign-FNF-2009/train/observations/890_6940_1_9_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_1_9_0M50_pfnf_nch.tif,890,6940,1,9,890_6940
ign-FNF-2009/train/observations/920_6860_2_7_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_2_7_0M50_pfnf_nch.tif,920,6860,2,7,920_6860
ign-FNF-2009/train/observations/980_6825_6_8_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_6_8_0M50_pfnf_nch.tif,980,6825,6,8,980_6825
